Marker_name	Chromosome	Marker_position
A19332	chr7	142162169
A19333	chr7	142149163
A19334	chr7	142139546
A19335	chr7	142131665
A19336	chr7	142111626
A19337	chr7	142104337
A19338	chr7	142020929
A19339	chr7	142045534
A19340	chr7	142326704
A19341	chr7	142334538
A19342	chr7	142353716
A19343	chr7	142364454
A19344	chr7	142378824
A19345	chr7	142423430
A19346	chr7	142428734
A19347	chr7	142494269
A19348	chr7	142494403
A19349	chr7	142494555
A19350	chr7	142494706
A19351	chr7	142494826
A19352	chr7	142494949
A19353	chr7	142495163
A19354	chr7	142499578
A19355	chr14	22180805
A19356	chr14	22192264
A19357	chr14	22204849
A19358	chr14	22217725
A19359	chr14	22237024
A19360	chr14	22251465
A19361	chr14	22265758
A19362	chr14	22279911
A19363	chr14	22293937
A19364	chr14	22309689
A19365	chr14	22315061
A19366	chr14	22320959
A19367	chr14	22337283
A19368	chr14	22356359
A19369	chr14	22362911
A19370	chr14	22386647
A19371	chr14	22392533
A19372	chr14	22409580
A19373	chr14	22433985
A19374	chr14	22447029
A19375	chr14	22458956
A19376	chr14	22466092
A19377	chr14	22471628
A19378	chr14	22476085
A19379	chr14	22509119
A19380	chr14	22521044
A19381	chr14	22539145
A19382	chr14	22554961
A19383	chr14	22564602
A19384	chr14	22573871
A19385	chr14	22580642
A19386	chr14	22591759
A19387	chr14	22600755
A19388	chr14	22616268
A19389	chr14	22631450
A19390	chr14	22670869
A19391	chr14	22675721
A19392	chr14	22690081
A19393	chr14	22694895
A19394	chr14	22740148
A19395	chr14	22749309
A19396	chr14	22772188
A19397	chr14	22783136
A19398	chr14	22788871
A19399	chr14	22891697
A19400	chr14	22919106
A19401	chr14	22924264
A19402	chr14	22925707
A19403	chr14	22928119
A19404	chr14	22933351
A19405	chr14	22944335
A19406	chr14	22945569
A19407	chr14	22946727
A19408	chr14	22947892
A19409	chr14	22948540
A19410	chr14	22951305
A19411	chr14	22952025
A19412	chr14	22955250
A19413	chr14	22957610
A19414	chr14	22958503
A19415	chr14	22959510
A19416	chr14	22961866
A19417	chr14	22962420
A19418	chr14	22962943
A19419	chr14	22963837
A19420	chr14	22964922
A19421	chr14	22965904
A19422	chr14	22966672
A19423	chr14	22968702
A19424	chr14	22970616
A19425	chr14	22971245
A19426	chr14	22972766
A19427	chr14	22974125
A19428	chr14	22975658
A19429	chr14	22976679
A19430	chr14	22977615
A19431	chr14	22978357
A19432	chr14	22979979
A19433	chr14	22981862
A19434	chr14	22982950
A19435	chr14	22984633
A19436	chr14	22985280
A19437	chr14	22987453
A19438	chr14	22987819
A19439	chr14	22988978
A19440	chr14	22989425
A19441	chr14	22991047
A19442	chr14	22992600
A19443	chr14	22993324
A19444	chr14	22994262
A19445	chr14	22994652
A19446	chr14	22995843
A19447	chr14	22997516
A19448	chr14	22998610
A19449	chr14	22999303
A19450	chr14	23000057
A19451	chr14	23000918
A19452	chr14	23001481
A19453	chr14	23002476
A19454	chr14	23004532
A19455	chr14	23005121
A19456	chr14	23006596
A19457	chr14	23008046
A19458	chr14	23009219
A19459	chr14	23011173
A19460	chr14	23012152
A19461	chr14	23013047
A19462	chr14	23014011
A19463	chr14	106053979
A19464	chr14	106066144
A19465	chr14	106091545
A19466	chr14	106110258
A19467	chr14	106174229
A19468	chr14	106206044
A19469	chr14	106236590
A19470	chr14	106307554
A19471	chr14	106321336
A19472	chr14	106329438
A19473	chr14	106331434
A19474	chr14	106331642
A19475	chr14	106346901
A19476	chr14	106349770
A19477	chr14	106351904
A19478	chr14	106354422
A19479	chr14	106357567
A19480	chr14	106361510
A19481	chr14	106363830
A19482	chr14	106367010
A19483	chr14	106370370
A19484	chr14	106370554
A19485	chr14	106373084
A19486	chr14	106380233
A19487	chr14	106382700
A19488	chr14	106405859
A19489	chr14	106452920
A19490	chr14	106471484
A19491	chr14	106478356
A19492	chr14	106494366
A19493	chr14	106518666
A19494	chr14	106539328
A19495	chr14	106552547
A19496	chr14	106573516
A19497	chr14	106586402
A19498	chr14	106610582
A19499	chr14	106622156
A19500	chr14	106641809
A19501	chr14	106667838
A19502	chr14	106691938
A19503	chr14	106725467
A19504	chr14	106733391
A19505	chr14	106757883
A19506	chr14	106780765
A19507	chr14	106791270
A19508	chr14	106815987
A19509	chr14	106829835
A19510	chr14	106845556
A19511	chr14	106866670
A19512	chr14	106877872
A19513	chr14	106963177
A19514	chr14	106967418
A19515	chr14	106994080
A19516	chr14	107013207
A19517	chr14	107034975
A19518	chr14	107049006
A19519	chr14	107078621
A19520	chr14	107095394
A19521	chr14	107131296
A19522	chr14	107170179
A19523	chr14	107179079
A19524	chr14	107211201
A19525	chr14	107259485
A19526	chr14	107283036
A19527	chrX	69242740
A19528	chr11	79113109
A19529	chrX	146340323
A19530	chrX	146341207
A19531	chr6	57254970
A19532	chr7	29720397
A19533	chrX	73438417
A19534	chr14	101498362
A19535	chr18	21901674
A19536	chr1	52302047
A19537	chrX	113873960
A19538	chr22	22007308
A19539	chr5	112769489
A19540	chr19	5783873
A19541	chr12	11174718
A19542	chr12	11117487
A19543	chr12	11139011
A19544	chr12	11207088
A19545	chr12	11061343
A19546	chr11	46783994
A19547	chr3	184043521
A19548	chr17	2233617
A19549	chr20	17943471
A19550	chr2	101889454
A19551	chr16	47484315
A19552	chr5	40832797
A19553	chr20	47897264
A19554	chr14	101393714
A19555	chr5	172447831
A19556	chr12	98993537
A19557	chr9	125642547
A19558	chr3	52726790
A19559	chr10	101996986
A19560	chr3	52723297
A19561	chr20	2636785
A19562	chr2	203141197
A19563	chr17	2232460
A19564	chr4	53579476
A19565	chr11	8707051
A19566	chr5	112228052
A19567	chr17	39464728
A19568	chr17	39458590
A19569	chr17	39422242
A19570	chr18	19995721
A19571	chr20	29948655
A19572	chr17	21452886
A19573	chr17	39274019
A19574	chr17	39262162
A19575	chr17	39215919
A19576	chr17	39203180
A19577	chr17	6555881
A19578	chrX	134155551
A19579	chr15	69376713
A19580	chr10	85841468
A19581	chr11	18284083
A19582	chr6	12514674
A19583	chr7	143929470
A19584	chr9	9091093
A19585	chrY	9587139
A19586	chrY	6283235
A19587	chr9	140115370
A19588	chr17	39150035
A19589	chr17	39155792
A19590	chr17	39170174
A19591	chr1	232943367
A19592	chr21	48110916
A19593	chr21	46074353
A19594	chr21	45978158
A19595	chr21	31965076
A19596	chr11	74066126
A19597	chr8	128429423
A19598	chr8	101908180
A19599	chr8	94752675
A19600	chr8	71185838
A19601	chr8	67679936
A19602	chr19	56150608
A19603	chr19	53222196
A19604	chr19	51508348
A19605	chr19	51148107
A19606	chr19	50421551
A19607	chr10	70392306
A19608	chr1	242156735
A19609	chr1	229440688
A19610	chr19	49551647
A19611	chr1	226152003
A19612	chr1	220440653
A19613	chr1	197609352
A19614	chr2	241048994
A19615	chr12	9180906
A19616	chr7	116612592
A19617	chr1	185196386
A19618	chr1	178514955
A19619	chr10	104601499
A19620	chr1	168907933
A19621	chr1	168208719
A19622	chr6	167439435
A19623	chr2	178062994
A19624	chr1	164326302
A19625	chr6	160903308
A19626	chr1	161654263
A19627	chr6	155104825
A19628	chr2	208546535
A19629	chr1	159856053
A19630	chr1	159174693
A19631	chr6	151149159
A19632	chr6	150364085
A19633	chr19	24264465
A19634	chrX	45843299
A19635	chr2	196448136
A19636	chr6	137865271
A19637	chr3	197847120
A19638	chr6	134714659
A19639	chr2	184125572
A19640	chr6	133318934
A19641	chr3	196031630
A19642	chr17	78516204
A19643	chr6	128901643
A19644	chr6	127677417
A19645	chr6	126579284
A19646	chr12	121283181
A19647	chr3	186260360
A19648	chr14	106139148
A19649	chr14	105953969
A19650	chr10	135515797
A19651	chr6	111179896
A19652	chr3	179924910
A19653	chr14	104917543
A19654	chr2	170592248
A19655	chr1	151775685
A19656	chr14	103508118
A19657	chr6	100584239
A19658	chr11	123976241
A19659	chr11	123925995
A19660	chr10	124623875
A19661	chr3	160176897
A19662	chr6	93802086
A19663	chr7	151826367
A19664	chr2	159860676
A19665	chr1	151035602
A19666	chr7	150747611
A19667	chr2	152042905
A19668	chr7	150417508
A19669	chr6	88169541
A19670	chr7	150210287
A19671	chr6	85998116
A19672	chr9	139708614
A19673	chr9	139696497
A19674	chr7	143937203
A19675	chr7	143657567
A19676	chr17	61950249
A19677	chr9	139256086
A19678	chr17	58512198
A19679	chr14	96155867
A19680	chr13	64385444
A19681	chr11	112138553
A19682	chr12	17144310
A19683	chr2	127315375
A19684	chr1	145250545
A19685	chr1	120904882
A19686	chr17	56426496
A19687	chr12	94818132
A19688	chr10	107446444
A19689	chr3	132120368
A19690	chr7	130362878
A19691	chr12	83545539
A19692	chr11	69071076
A19693	chr10	104935581
A19694	chr1	115253302
A19695	chr19	12671152
A19696	chr19	12255239
A19697	chr3	75264284
A19698	chr2	105388041
A19699	chr11	84732264
A19700	chr15	78953653
A19701	chr6	64259013
A19702	chr5	179222314
A19703	chr17	44799240
A19704	chr4	187250312
A19705	chr11	74790743
A19706	chr6	54350307
A19707	chr2	97513090
A19708	chrX	153851215
A19709	chr19	10818109
A19710	chr10	101968715
A19711	chr12	66040007
A19712	chr5	176734110
A19713	chr12	63149510
A19714	chr2	95403538
A19715	chr9	15527406
A19716	chr12	62415653
A19717	chr1	110231407
A19718	chr11	94646571
A19719	chr4	174555200
A19720	chr17	41038719
A19721	chr5	173940809
A19722	chr16	69363806
A19723	chr20	20640481
A19724	chr10	99015704
A19725	chrX	152737051
A19726	chr16	67975843
A19727	chrX	151901238
A19728	chr11	67204259
A19729	chr2	20026173
A19730	chr4	154229406
A19731	chr13	31115666
A19732	chr10	47133618
A19733	chr7	99817488
A19734	chr17	39279881
A19735	chr17	39221750
A19736	chr7	99771112
A19737	chrX	140356802
A19738	chr17	38816175
A19739	chr5	21883557
A19740	chr4	184404990
A19741	chr6	42695205
A19742	chr10	125751805
A19743	chr3	97783778
A19744	chr21	45466575
A19745	chr12	104659362
A19746	chr11	65411984
A19747	chr4	138369448
A19748	chr3	77366326
A19749	chr12	55656769
A19750	chr3	74185576
A19751	chr2	27615942
A19752	chr7	64459154
A19753	chr14	70860963
A19754	chr11	64785620
A19755	chr9	124282399
A19756	chr15	90800480
A19757	chr1	51623801
A19758	chr7	93474372
A19759	chr10	93897379
A19760	chrX	3285806
A19761	chr4	118496498
A19762	chr4	117520042
A19763	chr17	34319713
A19764	chrX	120997800
A19765	chr6	36642320
A19766	chr3	57927788
A19767	chr1	89619578
A19768	chr1	89451891
A19769	chr4	108124793
A19770	chr5	139927410
A19771	chrX	116097330
A19772	chr7	82219585
A19773	chr3	52900923
A19774	chr6	166653879
A19775	chr11	9116823
A19776	chr9	112295861
A19777	chr10	135451154
A19778	chr10	74975870
A19779	chr2	38709466
A19780	chr9	110220453
A19781	chr1	80917228
A19782	chr8	145752816
A19783	chr10	120692496
A19784	chr15	75121514
A19785	chr5	133324215
A19786	chr6	33423840
A19787	chr11	57494258
A19788	chr16	30210422
A19789	chr2	190176341
A19790	chr10	69510512
A19791	chr11	48601438
A19792	chr4	84399127
A19793	chr9	99884356
A19794	chr15	72652296
A19795	chr11	47596501
A19796	chr13	21535891
A19797	chr1	65893980
A19798	chr2	30500496
A19799	chr19	1909410
A19800	chr2	29000156
A19801	chr7	63391932
A19802	chr16	29471713
A19803	chrX	111933445
A19804	chr6	32160921
A19805	chr16	28999125
A19806	chr10	53080003
A19807	chr10	52487218
A19808	chr3	48712580
A19809	chr7	54487579
A19810	chr6	32080991
A19811	chrX	75555742
A19812	chr10	48963654
A19813	chr3	48507744
A19814	chr11	43920096
A19815	chr9	91613143
A19816	chr11	43544200
A19817	chr2	26995625
A19818	chrX	97645213
A19819	chr22	26956773
A19820	chr8	107228718
A19821	chr9	88514224
A19822	chr11	33097559
A19823	chr20	55109939
A19824	chr6	31702949
A19825	chr7	42153091
A19826	chr6	31696604
A19827	chr10	35254592
A19828	chr19	690778
A19829	chr5	92603633
A19830	chr10	76183482
A19831	chr1	52719570
A19832	chrX	68004112
A19833	chr14	50054399
A19834	chr20	25631695
A19835	chr7	37415375
A19836	chr19	59098019
A19837	chr4	70073059
A19838	chr6	31514221
A19839	chr9	98175640
A19840	chr19	58130162
A19841	chr5	77081266
A19842	chr10	27638932
A19843	chr10	8556359
A19844	chr6	30878922
A19845	chr7	27501986
A19846	chr12	12974582
A19847	chr7	27088017
A19848	chr7	26962130
A19849	chr22	42504363
A19850	chr19	53422586
A19851	chr19	53847562
A19852	chr19	53438121
A19853	chr12	10534712
A19854	chr9	43998281
A19855	chr20	44728486
A19856	chr19	51987022
A19857	chr5	68609448
A19858	chr3	32794897
A19859	chr16	10648417
A19860	chr3	31223692
A19861	chrX	49397527
A19862	chr17	7256733
A19863	chr7	20042627
A19864	chr5	67455383
A19865	chr8	67588824
A19866	chr9	35971828
A19867	chr3	25796788
A19868	chr3	25365907
A19869	chr8	62115344
A19870	chr21	26734440
A19871	chr6	29525497
A19872	chr19	45998901
A19873	chr5	60687096
A19874	chr19	45208203
A19875	chr2	219987800
A19876	chr14	24783949
A19877	chr19	43028893
A19878	chr14	24778099
A19879	chr19	41531898
A19880	chr6	28829508
A19881	chr16	3695936
A19882	chr14	24684209
A19883	chr19	40272005
A19884	chr22	38740612
A19885	chrX	142760836
A19886	chr2	204637789
A19887	chr19	39745732
A19888	chr9	34662961
A19889	chr14	24633018
A19890	chr9	34644581
A19891	chr11	5408214
A19892	chr11	5270217
A19893	chr16	3063481
A19894	chr2	200524863
A19895	chr3	12829531
A19896	chr2	192746419
A19897	chr5	52169385
A19898	chr20	14738455
A19899	chr2	182826572
A19900	chr2	178862748
A19901	chr3	11276105
A19902	chr19	33193784
A19903	chr19	24112819
A19904	chr19	22952958
A19905	chr17	3569086
A19906	chr20	36073535
A19907	chr14	24033026
A19908	chr19	20213344
A19909	chr13	111280110
A19910	chr19	19379686
A19911	chrX	46506397
A19912	chr19	19279888
A19913	chr7	152446492
A19914	chrX	45918574
A19915	chr6	19613626
A19916	chr15	42605647
A19917	chrX	44169141
A19918	chr3	9873296
A19919	chr7	150068205
A19920	chr2	154015824
A19921	chr11	1987130
A19922	chr6	15935279
A19923	chr12	133700899
A19924	chr3	9390511
A19925	chr9	21201836
A19926	chr19	16756407
A19927	chrX	39724910
A19928	chr19	15943450
A19929	chr8	28276819
A19930	chr13	101409059
A19931	chr4	78003917
A19932	chr11	854962
A19933	chr3	1947572
A19934	chr22	32667232
A19935	chr2	132181907
A19936	chr20	34233415
A19937	chr2	131443443
A19938	chr17	79649579
A19939	chr3	196237992
A19940	chr7	141419612
A19941	chr7	154730913
A19942	chrX	30266001
A19943	chr5	31908879
A19944	chr9	14921833
A19945	chr6	5181999
A19946	chr1	39337962
A19947	chr9	12973139
A19948	chr7	138502770
A19949	chr17	74536664
A19950	chr1	38243716
A19951	chr7	99737778
A19952	chr3	194022423
A19953	chr3	183963712
A19954	chr17	62967181
A19955	chr17	62804324
A19956	chr13	91924583
A19957	chr13	86928639
A19958	chr13	82264626
A19959	chr20	32802499
A19960	chr7	116666406
A19961	chr19	12225564
A19962	chr3	175436238
A19963	chr1	36781236
A19964	chr7	112757720
A19965	chr9	5311580
A19966	chr2	107314459
A19967	chr20	32500635
A19968	chr12	100403223
A19969	chr1	116399985
A19970	chrY	5441829
A19971	chr2	168571374
A19972	chr19	10963858
A19973	chr12	93099472
A19974	chr3	158832406
A19975	chr13	41959114
A19976	chr19	11777364
A19977	chr17	54892704
A19978	chr3	150600460
A19979	chr20	31635640
A19980	chr13	75813256
A19981	chr7	100931907
A19982	chr7	100889168
A19983	chr18	68097378
A19984	chr1	168215692
A19985	chr13	67841407
A19986	chr15	25222802
A19987	chr13	65884536
A19988	chr8	7048754
A19989	chr13	65532878
A19990	chr4	190963533
A19991	chr14	21159733
A19992	chrX	45492257
A19993	chr10	129349274
A19994	chr3	17919304
A19995	chr3	134156750
A19996	chr3	134073048
A19997	chr11	111174512
A19998	chr7	77306279
A19999	chr5	180526903
A20000	chr10	127355981
A20001	chr10	126855376
A20002	chr7	99912572
A20003	chr7	99725217
A20004	chr7	99581771
A20005	chr18	61164427
A20006	chr21	15048890
A20007	chrX	17118133
A20008	chr3	126914499
A20009	chr2	92095421
A20010	chr2	92030227
A20011	chr13	59103954
A20012	chr2	88749928
A20013	chr6	127800025
A20014	chr7	94368343
A20015	chr15	102386424
A20016	chr16	70798077
A20017	chr5	172093406
A20018	chr13	50673735
A20019	chr5	171625816
A20020	chr4	2236541
A20021	chr11	93567547
A20022	chr3	108900558
A20023	chr7	98015504
A20024	chr17	44272515
A20025	chr9	139878609
A20026	chr10	112668760
A20027	chr11	89447253
A20028	chr7	80114661
A20029	chr9	100462110
A20030	chr15	97301021
A20031	chr17	43603193
A20032	chr2	78640069
A20033	chr10	30669547
A20034	chr10	104645464
A20035	chr7	76732318
A20036	chr17	42979946
A20037	chr13	45964944
A20038	chr19	4528889
A20039	chr6	87680547
A20040	chr6	86137427
A20041	chr2	26372836
A20042	chr5	149474239
A20043	chr22	30930727
A20044	chr5	147656780
A20045	chr12	51355997
A20046	chr2	73434513
A20047	chr17	39789515
A20048	chr11	73923946
A20049	chr17	39211116
A20050	chr11	72485250
A20051	chr2	65894350
A20052	chr11	71528842
A20053	chr20	55176963
A20054	chr7	72675522
A20055	chr14	101286557
A20056	chr10	93878671
A20057	chr3	68194467
A20058	chr17	37196494
A20059	chr17	36994524
A20060	chr3	66687704
A20061	chr6	58446663
A20062	chr10	89123938
A20063	chr15	83264781
A20064	chr17	40905357
A20065	chr10	81652417
A20066	chr2	55074896
A20067	chr8	145577226
A20068	chr2	49143037
A20069	chr8	17328077
A20070	chr20	18485493
A20071	chr16	32892806
A20072	chr10	76415301
A20073	chr10	76131733
A20074	chr6	49936864
A20075	chr6	49915485
A20076	chrX	139115084
A20077	chr10	75553445
A20078	chr11	65495047
A20079	chr7	63019971
A20080	chr7	57084986
A20081	chr4	170087845
A20082	chr3	51908668
A20083	chr3	51812794
A20084	chr10	73484519
A20085	chr2	39159805
A20086	chr10	81620945
A20087	chr12	27234719
A20088	chr3	50327756
A20089	chr2	31426324
A20090	chrX	2411731
A20091	chrX	106672275
A20092	chr16	29877142
A20093	chr22	50151951
A20094	chr6	41756518
A20095	chr5	126478856
A20096	chr11	62487461
A20097	chr11	62434374
A20098	chr12	122849751
A20099	chr9	128358427
A20100	chr7	45785998
A20101	chr11	60504237
A20102	chr7	44019634
A20103	chr11	59989643
A20104	chr11	59709367
A20105	chr5	108924666
A20106	chr10	126556487
A20107	chr6	34187529
A20108	chr8	124998264
A20109	chr17	20483630
A20110	chr3	44621974
A20111	chr2	171458455
A20112	chr17	20410248
A20113	chr13	39743930
A20114	chr3	44566766
A20115	chr12	9585567
A20116	chrX	154333054
A20117	chr17	20279417
A20118	chr20	10330040
A20119	chr2	17695778
A20120	chr2	17465860
A20121	chr12	9212924
A20122	chr19	45432352
A20123	chr17	18340787
A20124	chr5	81188424
A20125	chr17	18286968
A20126	chr2	3793787
A20127	chr21	37667735
A20128	chr7	27063941
A20129	chr11	57313543
A20130	chr11	55750030
A20131	chr10	70304418
A20132	chr4	99877525
A20133	chr21	37505039
A20134	chr11	49077965
A20135	chr6	31244940
A20136	chr6	30782433
A20137	chr15	53178229
A20138	chr14	50461334
A20139	chr4	98969950
A20140	chr21	37388610
A20141	chr6	29705602
A20142	chr9	84606929
A20143	chrX	137570427
A20144	chr16	18426465
A20145	chr17	15891452
A20146	chr14	31952672
A20147	chr5	73079900
A20148	chr17	15642518
A20149	chr8	92172762
A20150	chr7	16295882
A20151	chr16	16480361
A20152	chr1	27527644
A20153	chr6	24976928
A20154	chr21	17467213
A20155	chr10	51678120
A20156	chr4	83412382
A20157	chrX	118387471
A20158	chr16	16025852
A20159	chr3	29129488
A20160	chr21	30260598
A20161	chr5	68629916
A20162	chrX	106595476
A20163	chr12	7469100
A20164	chr22	19838040
A20165	chr3	23176089
A20166	chr7	7485659
A20167	chr12	7077239
A20168	chr10	48174226
A20169	chrX	101678140
A20170	chr17	17287008
A20171	chr5	60188583
A20172	chrX	44335970
A20173	chr13	84481676
A20174	chr12	6554450
A20175	chr17	7225829
A20176	chr2	194994534
A20177	chr10	47595015
A20178	chr7	6564080
A20179	chrX	101518862
A20180	chr13	30870578
A20181	chrX	143922739
A20182	chr6	5973445
A20183	chr20	4040520
A20184	chr10	47255127
A20185	chr9	6468996
A20186	chrX	98846378
A20187	chr10	74677845
A20188	chr21	34854194
A20189	chrX	91715310
A20190	chrX	85415815
A20191	chr8	64321818
A20192	chr10	46774326
A20193	chrX	83004390
A20194	chrX	79547249
A20195	chrX	74963645
A20196	chrX	70985097
A20197	chr8	59343941
A20198	chrX	70936178
A20199	chr8	58194696
A20200	chr9	42691785
A20201	chr4	68927663
A20202	chr16	3544482
A20203	chr16	2851817
A20204	chr1	238655301
A20205	chr10	38896644
A20206	chr3	8730337
A20207	chrX	68414583
A20208	chr8	48114293
A20209	chr8	47885169
A20210	chr11	1186972
A20211	chr9	35754798
A20212	chr15	72952907
A20213	chr9	35562862
A20214	chr6	58280065
A20215	chr22	18587297
A20216	chrX	54698744
A20217	chr9	34922549
A20218	chr4	42963979
A20219	chr9	33649328
A20220	chr12	65813159
A20221	chr9	30689686
A20222	chr5	7841047
A20223	chr5	6471879
A20224	chr9	22012344
A20225	chr5	5052294
A20226	chr9	15361761
A20227	chr20	3133854
A20228	chr15	34849056
A20229	chr14	24432994
A20230	chr8	36717744
A20231	chr10	5323784
A20232	chrX	49338697
A20233	chr14	23755161
A20234	chrX	49168235
A20235	chr14	23698605
A20236	chr9	36304208
A20237	chr15	33533787
A20238	chrX	41208188
A20239	chr20	2834363
A20240	chr6	57841747
A20241	chr7	149031531
A20242	chrX	16216981
A20243	chr21	30275060
A20244	chr4	9471220
A20245	chr5	144608995
A20246	chr21	28515965
A20247	chr22	44963486
A20248	chr8	12215272
A20249	chr8	11967461
A20250	chr22	42397521
A20251	chr13	19879249
A20252	chr21	22200692
A20253	chr21	21132057
A20254	chr8	7882559
A20255	chr8	7798065
A20256	chr13	79424354
A20257	chr8	7431022
A20258	chr4	1128249
A20259	chr8	7228059
A20260	chr8	7146695
A20261	chr8	7186004
A20262	chr4	671595
A20263	chr8	6845971
A20264	chr21	17721279
A20265	chr20	1141784
A20266	chr14	19897138
A20267	chr20	649531
A20268	chr15	20742104
A20269	chrY	15398888
A20270	chr13	92003453
A20271	chr13	90644608
A20272	chr18	72521366
A20273	chr21	47664217
A20274	chr13	64316721
A20275	chr13	64411377
A20276	chr20	57279240
A20277	chr9	27609561
A20278	chr20	46488974
A20279	chr20	45065391
A20280	chr21	45994296
A20281	chr21	45959471
A20282	chr22	22975578
A20283	chr18	49371687
A20284	chr20	42281547
A20285	chr18	47013003
A20286	chr18	44760923
A20287	chr13	46390138
A20288	chr6	87831908
A20289	chr22	23715854
A20290	chr13	42017346
A20291	chr22	25037840
A20292	chr13	41745060
A20293	chr13	41040137
A20294	chr13	37366328
A20295	chr18	29992319
A20296	chr22	21534246
A20297	chrY	28690098
A20298	chrY	28274638
A20299	chr22	20405679
A20300	chr13	32959521
A20301	chr1	20852863
A20302	chr20	31497867
A20303	chr21	30613163
A20304	chr22	18844643
A20305	chr20	29893701
A20306	chr20	29862321
A20307	chr20	29846451
A20308	chr20	22714083
A20309	chr21	15317326
A20310	chr21	15199482
A20311	chr22	17465969
A20312	chr13	21894118
A20313	chr13	20134781
A20314	chrY	21641178
A20315	chr20	1186508
A20316	chrY	7722322
A20317	chr13	19050450
A20318	chr3	141190110
A20319	chr4	8860672
A20320	chr5	70510663
A20321	chr17	79766948
A20322	chr1	15987290
A20323	chr1	15805149
A20324	chr6	157727525
A20325	chr1	109635990
A20326	chr21	38367159
A20327	chr15	82934798
A20328	chr22	41585961
A20329	chr1	143904797
A20330	chr1	11051444
A20331	chr1	6523733
A20332	chr1	1666854
A20333	chr1	242936163
A20334	chr1	240986519
A20335	chr6	112683339
A20336	chr1	238646503
A20337	chr1	228698181
A20338	chr1	227889502
A20339	chr1	219784660
A20340	chr1	214706174
A20341	chr1	168419679
A20342	chr1	166586774
A20343	chr3	195398871
A20344	chr1	161008100
A20345	chr1	152128887
A20346	chr1	145933503
A20347	chr1	147883530
A20348	chr1	120382583
A20349	chr1	112191539
A20350	chr1	91794498
A20351	chr1	89859908
A20352	chr1	82188065
A20353	chr6	138724209
A20354	chr1	54651859
A20355	chr1	50309782
A20356	chr1	31568119
A20357	chr1	23285683
A20358	chr1	16957964
A20359	chr1	11835743
A20360	chr1	2642850
A20361	chr1	1632309
A20362	chr1	1395303
A20363	chr1	117637307
A20364	chr1	154166180
A20365	chr9	28888915
A20366	chrX	145078224
A20367	chr1	166124007
A20368	chr14	101507741
A20369	chr4	111781770
A20370	chr9	28863664
A20371	chr2	176032399
A20372	chr14	23887234
A20373	chr19	54485606
A20374	chrX	133674253
A20375	chrX	145076340
A20376	chr5	136983299
A20377	chr20	57393324
A20378	chr10	29891234
A20379	chr3	197401407
A20380	chrX	145109351
A20381	chr3	189547754
A20382	chrX	135633078
A20383	chrX	145082610
A20384	chr8	100549051
A20385	chrX	145075831
A20386	chr5	15935330
A20387	chr10	105807895
A20388	chr8	144895169
A20389	chrX	145078754
A20390	chr14	101514277
A20391	chr6	30552151
A20392	chr4	1988157
A20393	chr8	145619404
A20394	chr3	10436209
A20395	chrX	146271263
A20396	chr14	101530873
A20397	chr12	24365392
A20398	chr12	95228428
A20399	chr6	16172049
A20400	chr6	86136609
A20401	chr6	150354303
A20402	chr6	114405644
A20403	chr19	18286449
A20404	chr4	3585517
A20405	chr19	45128510
A20406	chr6	166478283
A20407	chr6	27945390
A20408	chr6	34584675
A20409	chrX	49319594
A20410	chr16	34290720
A20411	chr11	34452811
A20412	chr6	121102512
A20413	chr6	114341216
A20414	chr10	66585832
A20415	chr6	104466565
A20416	chr6	3178638
A20417	chrY	8287386
A20418	chr6	48181935
A20419	chr6	6484851
A20420	chrX	40794657
A20421	chr6	113544321
A20422	chr10	32799280
A20423	chrX	26705107
A20424	chr6	107090570
A20425	chr6	88009327
A20426	chr6	49540758
A20427	chr21	28793020
A20428	chr6	144521843
A20429	chr6	154259847
A20430	chr10	32477498
A20431	chr5	131055058
A20432	chr6	26164445
A20433	chr6	39079412
A20434	chr6	87709886
A20435	chr2	175201447
A20436	chr6	116774452
A20437	chr22	21048721
A20438	chr6	19638655
A20439	chr6	28002179
A20440	chr6	126965085
A20441	chr6	118910515
A20442	chr6	153219798
A20443	chr6	80787762
A20444	chr6	4703355
A20445	chr6	127004586
A20446	chr6	25679194
A20447	chr5	62072897
A20448	chr22	50995437
A20449	chr6	135957537
A20450	chr6	27979317
A20451	chr16	66593310
A20452	chr6	3941775
A20453	chr2	26045578
A20454	chr6	27832009
A20455	chr9	90631461
A20456	chr6	150201903
A20457	chr6	112687776
A20458	chr6	157720617
A20459	chr5	53155613
A20460	chr20	10869483
A20461	chr6	148888652
A20462	chr6	170949159
A20463	chrX	152870377
A20464	chrY	21147672
A20465	chr1	39770268
A20466	chr6	143677
A20467	chr16	4393579
A20468	chr6	72295016
A20469	chr6	28156519
A20470	chr15	85836082
A20471	chr6	27748644
A20472	chr6	114671229
A20473	chr11	126874379
A20474	chr6	116779159
A20475	chr6	121975388
A20476	chr6	24599129
A20477	chr6	58264514
A20478	chr6	159036703
A20479	chr6	117960559
A20480	chr6	13521887
A20481	chr1	220427395
A20482	chr4	183394658
A20483	chr6	27491486
A20484	chr6	71875126
A20485	chr6	150322724
A20486	chr6	17582400
A20487	chr6	52111709
A20488	chr6	116458478
A20489	chr13	99867819
A20490	chr1	22354698
A20491	chr21	14953845
A20492	chr6	5609944
A20493	chr6	80663225
A20494	chr6	109648747
A20495	chr6	111752223
A20496	chr6	26272594
